temperature,humidity,N,P,K,pH,rainfall,crop
21.4901424590337,53.893885590630525,89.71532807151038,42.184238851264205,37.658466252766644,6.729758912915246,657.9212815507392,wheat
22.302304187458727,51.24420491252038,88.13840065378947,26.292658457500302,35.34270246429743,6.87258868146981,308.6719755342202,wheat
14.825246502460901,50.50169976607222,64.80753319498365,32.51397866076219,30.91975924478789,6.376308889599413,646.5648768921554,wheat
19.322671098540393,55.54022563750339,58.62877720679815,25.64493820379854,41.10922589709866,6.454701926773309,537.5698018345672,wheat
18.198083930243584,52.666450001653786,70.97440081655904,44.818225476071504,39.86502775262066,6.48268672131323,582.2544912103189,wheat
16.337469050086934,56.670908760038046,50.60494814180336,19.374511608812554,41.96861235869123,7.021539973998623,517.1368281189971,wheat
19.65305515283528,52.59117043528569,57.82217014448859,24.24124633284233,35.393612290402125,7.117136667865674,534.3618289568461,wheat
14.710879533911799,57.592671755158364,74.22376579375525,24.58462399755233,46.11676288840868,7.109299856748785,593.1280119116199,wheat
17.482347430332084,52.52630099319028,84.96895147105346,37.80436101697887,35.2082576215471,6.744302307000854,389.36650259939717,wheat
16.411380127757987,61.500206579153584,100.34360042856234,29.42391902735733,50.03532897892024,6.90849080751429,435.4880245394876,wheat
21.084186816525243,67.30429253172775,79.46260941335073,42.51714924651205,15.0,7.046570751312567,508.7047068238171,wheat
19.102977948602398,55.73408621228402,50.18646628098661,28.242624897299905,43.57112571511746,7.243368213422455,448.1729781726353,wheat
17.574519191320437,50.98594365132371,93.73103176553111,32.630008877277476,34.70239796232961,6.9539802299340066,509.70775493480403,wheat
22.90593497159867,49.38357524898118,75.08506780103347,26.86313477494274,25.364850518678814,6.888836083119372,526.1055272179889,wheat
20.015340369927383,53.123302932998826,58.769438869243785,26.63483741787713,36.572854834732304,6.559316819233514,483.8714288333991,wheat
21.212152570443614,70.08948720968424,82.61866719247759,32.060403125782116,39.25554084233833,6.224368635410287,497.3486124550783,wheat
20.18069062982308,74.70593689988229,77.11458552828316,32.4123787386689,39.65288230294757,6.449396588714141,614.2822814515021,wheat
22.255799098060322,61.328255576344375,66.35918817807891,41.22235448748879,25.981489372077192,6.976057128140081,719.0455625809979,wheat
17.028391024607934,50.46961816317783,81.49477047631461,25.972194767070405,24.493365689338674,6.820568892441808,393.7696286273895,wheat
21.420777291905544,47.644606126129574,103.24901607526309,23.733973661310102,36.77938483794324,7.044055165210901,376.91356835660446,wheat
20.68237980381239,65.45714203425942,55.88775148158159,31.477070868258433,42.598827942484235,7.034546861533193,376.3049289121918,wheat
16.03863016074717,59.17553252493518,84.45477009849779,32.003942802767014,43.46448209496975,6.595992583526453,523.2253697161003,wheat
20.879217419896044,49.28518865578906,107.98661766717134,33.7906633672943,28.086965027973513,6.9969660825901485,402.53183297726787,wheat
22.361253811227357,64.26876463205923,67.68976522472434,37.70700903395458,44.12780926936498,7.046618047998347,689.6792982653948,wheat
19.26383565199139,48.970110685140085,66.65728355561716,23.473517720276494,39.228982905858956,6.902345592444993,527.6690799330019,wheat
22.481549747108073,55.10401513502325,101.80301115735975,27.882745334096352,67.20169166589619,6.987700204329502,414.2842443583718,wheat
16.78732250581666,58.85977932194548,76.64805822011223,35.71200395273674,44.73237624573545,6.778151326202938,415.3206281931595,wheat
15.455458325942406,51.42788038346383,92.84598191485209,31.71274995304163,27.54261221288012,6.851954277755355,538.5317379728837,wheat
17.3484276913966,56.22980084756422,80.87313077669,20.856237617355013,43.577873603482836,6.96823535791047,608.3051243175277,wheat
23.16140615610471,43.97864505634327,65.93262440127316,34.12028213766928,45.13785950912209,6.954514305891815,885.2731490654721,wheat
21.7126715320795,64.08452512144478,94.31002645239803,35.21113001044638,36.84730755359654,7.02769076614798,422.71747854624283,wheat
19.289544179779973,51.11709161736717,81.22811209079484,48.51726853338807,21.32734807408252,7.005878057112354,338.72841288103484,wheat
18.5842044026317,63.71160477573893,80.96420028643195,21.378041776565553,32.84696290740032,7.003879324680403,426.96333682828634,wheat
20.649375768745923,55.36457471923051,70.22599478591275,47.1515527146026,46.33919022318011,6.192457224002718,518.6454314769428,wheat
18.014640605694836,61.81946667836979,68.11218892350949,29.082108468264806,45.049872789804574,7.059726558251036,379.9703592944224,wheat
18.996496292477154,51.20043751071235,70.20006151139432,44.12363392224877,44.049817109609556,6.421734813699486,591.7861947054776,wheat
26.3664685910379,63.25972208440918,57.2094505106898,26.126127417069988,52.669111491866225,6.587699160314366,544.3819428146228,wheat
22.32390216028801,47.58455622737534,79.10711965907299,10.0,29.756123586657104,6.724229554582052,375.221681803515,wheat
24.897233911794906,43.55886897631494,73.39933269954524,31.04592461828873,54.412732890661154,6.369241354646168,616.316375215496,wheat
20.03069918305876,47.14793079161639,86.93155211394907,31.59247756458776,33.99783122841205,6.8209406254970055,461.468640313824,wheat
20.340552035753745,60.29704539616837,103.79025224218029,20.097476009385208,61.330333746562665,6.2143736601432495,484.82149049644164,wheat
21.76495161945373,57.24793494188026,70.65950720269109,28.335021997141798,35.06999065341167,6.623190572916736,584.9602097021025,wheat
21.071046457895143,49.456723237914765,93.49399813149876,32.45839616701287,48.1286211883896,6.988888652577083,417.10049890779277,wheat
18.319456879409092,60.978348840986094,89.15555398150197,29.832787248286817,41.17327383308782,7.183299468736528,440.842861116417,wheat
21.641292143510114,53.38245878052885,76.7347819515917,38.79021481589752,48.2541634898803,7.044052890800192,630.5478807154329,wheat
20.063011524898275,60.45562377035971,75.34599865109816,32.593330819907536,38.698569456323156,6.829098789497816,559.5157025436913,wheat
17.545337950299583,71.73909820548369,64.90973927750447,20.286491097698143,51.581108735000676,7.0374988081888805,562.4119817052156,wheat
21.88503652779284,54.90202581722468,66.54118442771252,30.606436465549812,33.22838288487888,7.092535920025325,485.29426184978615,wheat
17.523508409622465,52.42891326677605,86.19397181413436,25.490203577568202,31.777796044335687,6.873106163447574,524.4966571108723,wheat
18.47917047388661,51.23169355505342,83.48074906036454,18.415325268021405,25.925362256234447,6.584466733624269,478.6552848288153,wheat
20.932722696794013,66.80284973559641,92.86489434803029,28.72049176029258,39.80983792097311,6.499241190608657,498.148686400761,wheat
19.134024083239584,57.58174848270472,67.59153584671516,34.154772113929376,55.32738913002578,6.767371955462942,540.1711722098942,wheat
22.07043197513334,51.79023622491331,83.36138722715626,30.10073920625436,40.97676098548832,6.56809706484336,502.4510174258943,wheat
21.493994873736348,66.60914886236033,94.3890623912781,47.225459660092454,32.326524371119504,7.061696191016203,518.3342005738352,wheat
26.56940879965302,48.53361371715879,67.40417236728835,25.204858836447823,18.76104275690193,6.642273493495772,424.0867338446302,wheat
20.451181359428624,57.734047806217276,108.14256258823829,37.6033907054884,34.23096344337597,6.530475598595492,549.1919171506506,wheat
16.039300378938073,69.65167012683483,97.69160181081931,26.24659478316236,22.868654709091224,7.2061617122496235,488.5460154747382,wheat
23.713448935920386,42.24457872964506,71.0093746556934,30.041949597745464,40.46980593764742,6.664980358556226,562.2849932347499,wheat
16.797138711852217,53.86096411982965,81.80443447567848,34.115510672469995,47.1161487808889,6.462607372448639,346.58858292643777,wheat
23.83303046569553,57.658512095836734,68.7727019516517,42.409215804180185,41.156746342928585,7.1537891552191475,506.7518481410109,wheat
26.18224377464596,69.04272673954563,76.2655377728139,37.77256760763484,46.45375949585147,7.210589467259704,403.5076539419896,wheat
22.05815437999532,63.4673958947967,53.618907703653285,20.5339318986738,19.607678222398995,6.719177949666633,571.7542255795962,wheat
24.507071156288085,55.592758243358205,104.42923318356938,18.959188334280867,22.966175606448452,6.783335690331014,538.4065448939307,wheat
19.90191575571772,38.46046319968099,78.66319940730817,19.564243995961174,46.69672548830039,6.909979473829054,406.0120213672645,wheat
